74940000,12.4,62.29101563,1033.569297,-163,250
74955000,12.43,63.15917969,1033.75668,-163,250
74970000,12.46,63.79003906,1033.394297,-163,255
74985000,12.49,63.77441406,1033.545742,-163,254
75000000,12.44,65.47167969,1033.470937,-163,198
75015000,12.43,63.62988281,1033.536797,-163,203
75030000,12.39,63.30078125,1033.580117,-163,232
75045000,12.5,64.06835938,1033.424922,-163,237
75060000,12.55,64.1953125,1033.590625,-163,254
75075000,12.6,63.08398438,1033.536406,-163,255
75090000,12.65,66.42480469,1033.408164,-163,250
75105000,12.63,62.90234375,1033.118906,-163,164
75120000,12.55,61.65625,1033.398203,-163,182
75135000,12.56,63.28417969,1033.497305,-163,251
75150000,12.61,63.79101562,1033.223125,-163,255
75165000,12.57,66.04785156,1033.403984,-163,249
75180000,12.61,65.21191406,1033.360586,-163,164
75195000,12.55,63.96972656,1033.489141,-163,243
75210000,12.66,63.59277344,1033.534805,-163,169
75225000,12.61,62.95996094,1033.479063,-163,187
75240000,12.58,62.40429687,1033.200664,-163,173
75255000,12.54,64.30957031,1033.628984,-163,243
75270000,12.55,61.91113281,1033.654141,-163,239
75285000,12.6,62.28027344,1033.866367,-163,255
75300000,12.59,64.89746094,1033.22582,-163,182
75315000,12.68,62.22363281,1033.422109,-163,254
75330000,12.71,62.47265625,1033.444531,-163,251
75345000,12.72,65.20898437,1033.653711,-163,253
75360000,12.68,63.30175781,1033.532109,-163,151
75375000,12.72,61.80761719,1033.488672,-163,254
75390000,12.75,60.38867188,1033.437109,-163,240
75405000,12.69,63.00097656,1033.639727,-163,240
75420000,12.64,60.01171875,1033.748984,-163,246
75435000,12.7,64.71679688,1033.81293,-163,255
75450000,12.68,63.546875,1033.752109,-163,250
75465000,12.66,63.48535156,1033.424805,-163,255
75480000,12.66,61.18066406,1033.397305,-163,247
75495000,12.68,64.09570312,1033.559609,-163,224
75510000,12.63,62.17773438,1033.292383,-163,243
75525000,12.65,61.875,1033.702148,-163,255
75540000,12.71,62.82617187,1033.58207,-163,249
75555000,12.71,60.96191406,1033.41707,-163,238
75570000,12.69,61.55859375,1033.447266,-163,244
75585000,12.67,62.1640625,1033.468945,-163,247
75600000,12.74,63.91894531,1033.612969,-163,255
75615000,12.76,60.8203125,1033.555625,-163,249
75630000,12.82,62.58691406,1033.526094,-163,254
75645000,12.95,63.25292969,1033.377031,-163,255
